pool,week,import
GBDPT,2024-03-31,176
GBFXS,2018-08-12,4280
GBFXS,2024-11-03,3464
GBLDS,2018-08-19,253
GBLDS,2025-01-05,59
GBLGP,2017-03-05,1732
GBLGP,2017-11-12,1550
GBLGP,2018-01-28,2134
GBLGP,2022-07-10,1889
GBLGP,2024-10-27,1120
GBLPL,2017-07-16,144
GBMNC,2017-02-12,680
GBMNC,2021-06-13,423
GBMNC,2022-04-24,131
GBSFD,2023-05-14,437
GBSFD,2024-06-09,369
GBSOU,2021-10-17,402
GBTEE,2020-11-15,194
GBWID,2018-03-11,541
GBWID,2024-04-21,271
GBBFS,2017-05-14,114
GBCDF,2023-02-05,105
GBSFD,2020-05-31,138
GBCDF,2023-12-17,33
GBLDS,2024-01-14,150
GBCDF,2019-12-29,40
GBBFS,2018-07-15,148
GBBFS,2020-10-25,147
GBBFS,2024-08-11,89
GBBGH,2019-05-12,718
GBBGH,2022-10-16,683
GBCDF,2020-05-17,47
GBCDF,2022-12-25,40
GBCDF,2023-03-05,67
GBDCT,2018-09-02,323
GBDCT,2018-09-16,374
GBGMO,2023-07-23,157
GBGMO,2024-03-31,162
GBLDS,2019-06-23,279
GBLDS,2020-02-16,149
GBLPL,2017-01-15,371
GBLPL,2021-03-21,476
GBMNC,2017-02-05,686
GBMNC,2023-09-17,379
GBSFD,2019-09-15,165
GBSOU,2019-06-02,144
GBSOU,2020-07-26,267
GBSOU,2023-08-27,472
GBSSH,2020-03-08,131
GBSSH,2024-09-29,117
GBTEE,2019-11-03,223
GBWID,2018-10-28,562
GBWID,2022-10-23,432
GBGMO,2024-06-16,173
GBLDS,2019-08-04,216
GBLPL,2023-06-18,341
GBSFD,2017-04-23,169
GBSSH,2018-04-15,231
GBSSH,2020-04-12,56
GBTEE,2024-08-25,184
GBBFS,2024-10-06,145
GBCDF,2017-03-12,1
GBBFS,2018-10-14,126
GBBFS,2020-06-21,87
GBBFS,2021-05-30,113
GBCDF,2024-04-21,56
GBCDF,2024-10-06,76
GBFXS,2017-04-02,3426
GBFXS,2018-04-29,4416
GBFXS,2018-06-03,3426
GBFXS,2021-05-23,5635
GBGMO,2017-11-19,289
GBGMO,2018-01-28,214
GBGMO,2021-03-07,245
GBLDS,2017-09-17,362
GBLDS,2021-05-09,199
GBLGP,2021-02-07,2093
GBLGP,2021-08-22,1685
GBLGP,2024-12-01,1810
GBMNC,2017-08-27,803
GBMNC,2022-09-11,278
GBSFD,2022-08-21,313
GBSOU,2017-02-05,266
GBSOU,2018-10-21,268
GBSOU,2023-01-29,691
GBSOU,2024-06-23,521
GBTEE,2018-02-18,217
GBTEE,2019-07-21,255
GBTEE,2021-05-30,144
GBTEE,2023-02-26,156
GBWID,2019-01-20,641
GBWID,2023-11-05,379
GBBFS,2023-09-17,86
GBDCT,2019-05-12,270
GBLDS,2020-10-18,177
GBSSH,2024-07-21,97
GBCDF,2024-03-24,75
GBGMO,2020-09-06,87
GBGMO,2024-08-11,123
GBBFS,2019-04-07,153
GBBFS,2022-01-16,87
GBBGH,2024-07-21,460
GBCDF,2019-07-21,121
GBDCT,2018-04-22,394
GBDCT,2021-03-21,261
GBDPT,2023-05-21,215
GBFXS,2020-11-01,5449
GBFXS,2024-03-03,2770
GBGMO,2017-08-20,225
GBGMO,2018-02-11,300
GBLDS,2021-01-10,216
GBLDS,2022-10-02,163
GBLDS,2023-03-05,143
GBLGP,2018-06-17,2073
GBLGP,2018-12-09,1423
GBLGP,2022-08-07,2184
GBLGP,2023-10-29,1228
GBLPL,2020-06-07,332
GBLPL,2022-05-22,432
GBMNC,2022-04-03,189
GBSFD,2024-01-28,320
GBSSH,2018-06-17,170
GBSSH,2018-11-11,174
GBSSH,2024-02-25,82
GBTEE,2021-02-21,300
GBTEE,2023-04-23,153
GBTEE,2023-06-11,196
GBTEE,2024-05-19,280
GBBFS,2024-06-16,116
GBGMO,2021-09-19,191
GBLGP,2023-11-12,1024
GBMNC,2023-12-17,190
GBSFD,2022-09-11,310
GBSSH,2020-08-09,103
GBTEE,2022-11-27,108
GBDPT,2021-11-14,91
GBWID,2023-11-19,393
GBCDF,2017-02-26,1
GBBFS,2019-09-08,211
GBBGH,2017-09-10,1210
GBBGH,2020-12-20,558
GBBGH,2022-09-18,591
GBBGH,2022-11-06,674
GBBGH,2023-04-02,462
GBDCT,2017-11-19,380
GBDCT,2019-12-22,291
GBDCT,2020-12-27,177
GBDCT,2021-02-14,314
GBDPT,2020-06-21,12
GBDPT,2023-04-30,161
GBDPT,2023-07-23,164
GBFXS,2018-06-17,4510
GBFXS,2019-04-07,4252
GBFXS,2021-05-16,6312
GBFXS,2022-02-06,5034
GBFXS,2023-12-03,2644
GBLDS,2024-02-18,126
GBLGP,2021-05-16,2361
GBLGP,2024-09-15,1046
GBLPL,2024-08-04,372
GBMNC,2022-08-14,240
GBMNC,2023-04-23,314
GBSFD,2019-10-13,184
GBSFD,2020-09-13,217
GBSFD,2021-04-04,156
GBSFD,2022-06-12,321
GBSFD,2024-05-05,421
GBSOU,2019-01-13,125
GBSOU,2019-09-29,131
GBSOU,2020-03-01,326
GBSOU,2024-05-12,548
GBSOU,2024-11-10,676
GBSSH,2017-10-08,151
GBSSH,2020-11-22,104
GBSSH,2023-09-03,107
GBBFS,2018-09-23,102
GBDCT,2018-01-28,381
GBDPT,2023-02-05,161
GBGMO,2017-02-26,270
GBGMO,2021-10-17,188
GBSOU,2023-11-12,450
GBSSH,2022-03-20,99
GBBFS,2022-08-28,78
GBDPT,2022-08-28,80
GBSSH,2019-06-23,177
GBDPT,2024-12-01,277
GBGMO,2023-12-24,104
GBMNC,2024-10-27,289
GBBGH,2017-03-05,1141
GBBGH,2018-06-24,871
GBBGH,2023-03-26,339
GBBGH,2023-04-23,515
GBDCT,2017-01-08,273
GBDCT,2019-06-16,400
GBDPT,2024-03-10,151
GBFXS,2019-10-20,4820
GBFXS,2021-12-19,4575
GBFXS,2023-09-17,3565
GBGMO,2017-04-02,145
GBGMO,2017-07-23,193
GBGMO,2018-03-11,218
GBGMO,2018-10-07,275
GBGMO,2018-11-04,239
GBGMO,2021-01-31,234
GBLDS,2023-04-02,103
GBLDS,2023-06-18,132
GBLDS,2024-09-15,79
GBLGP,2017-05-21,1326
GBLGP,2023-10-01,1409
GBLPL,2019-09-22,538
GBMNC,2019-05-05,539
GBMNC,2019-06-30,513
GBSOU,2019-07-14,191
GBSSH,2017-05-21,102
GBTEE,2020-02-23,176
GBWID,2021-11-21,330
GBDCT,2024-07-21,104
GBDPT,2023-12-17,151
GBMNC,2022-09-18,294
GBSSH,2020-03-01,104
GBTEE,2022-06-19,224
GBBFS,2024-01-14,61
GBBFS,2020-02-09,177
GBBGH,2021-12-12,510
GBBGH,2023-12-10,314
GBBGH,2024-03-03,412
GBCDF,2019-05-19,127
GBCDF,2022-03-06,106
GBDCT,2020-01-19,364
GBDCT,2023-12-24,106
GBDPT,2020-12-06,47
GBFXS,2018-07-01,3671
GBFXS,2018-08-05,3931
GBFXS,2018-09-23,4838
GBFXS,2021-02-28,5509
GBFXS,2023-01-08,2168
GBGMO,2019-09-08,212
GBGMO,2021-01-24,186
GBGMO,2022-12-25,165
GBGMO,2024-08-18,154
GBLGP,2018-07-01,1930
GBLGP,2020-08-23,1383
GBLPL,2021-03-14,353
GBMNC,2020-09-06,391
GBMNC,2025-01-12,250
GBSFD,2024-02-18,349
GBSOU,2019-01-27,123
GBSSH,2017-03-12,167
GBSSH,2019-07-21,152
GBSSH,2023-06-18,124
GBTEE,2021-07-18,286
GBTEE,2022-12-18,197
GBTEE,2024-06-30,245
GBWID,2020-01-26,608
GBCDF,2024-02-11,57
GBLPL,2022-07-03,394
GBMNC,2017-06-11,720
GBMNC,2022-06-26,145
GBTEE,2022-08-21,192
GBDCT,2022-11-20,85
GBDPT,2022-08-14,113
GBCDF,2022-01-02,15
GBSSH,2023-04-09,127
GBCDF,2017-10-08,2
GBDPT,2018-05-27,77
GBBGH,2019-10-20,759
GBBGH,2020-07-05,540
GBBGH,2021-05-09,514
GBCDF,2019-02-10,97
GBDCT,2018-03-25,412
GBDCT,2018-09-09,387
GBDCT,2021-08-22,90
GBDCT,2022-04-10,87
GBGMO,2019-09-01,264
GBLDS,2022-07-17,174
GBLGP,2017-07-30,1294
GBLGP,2019-06-16,1422
GBSFD,2020-09-27,204
GBSSH,2018-07-29,99
GBTEE,2020-05-31,224
GBWID,2019-12-08,571
GBWID,2024-05-26,430
GBCDF,2023-11-19,57
GBDPT,2024-04-07,146
GBDPT,2024-07-07,144
GBGMO,2017-12-24,236
GBMNC,2023-02-12,263
GBSFD,2018-04-08,128
GBSOU,2020-09-06,270
GBWID,2024-10-20,453
GBCDF,2023-01-08,25
GBSFD,2022-05-15,240
GBDPT,2022-11-20,144
GBSSH,2024-02-11,118
GBCDF,2020-09-06,92
GBDCT,2017-10-22,507
GBDCT,2022-01-09,88
GBGMO,2017-04-16,154
GBLDS,2019-11-24,184
GBLDS,2022-09-25,133
GBLGP,2017-03-26,1150
GBLGP,2023-01-15,2076
GBLPL,2017-08-13,176
GBLPL,2021-10-31,525
GBLPL,2022-07-10,447
GBLPL,2024-06-30,289
GBMNC,2018-09-09,547
GBMNC,2021-02-07,532
GBSFD,2021-05-16,276
GBSFD,2023-02-05,328
GBSSH,2019-09-22,177
GBSSH,2021-05-02,65
GBTEE,2021-07-25,163
GBWID,2021-06-06,418
GBBFS,2017-04-30,148
GBBFS,2018-08-05,243
GBBFS,2023-09-10,54
GBGMO,2024-07-21,126
GBLDS,2023-02-12,141
GBLDS,2023-12-17,97
GBSFD,2024-08-04,429
GBWID,2021-04-18,586
GBWID,2024-04-07,382
GBCDF,2024-01-28,36
GBSSH,2022-01-02,29
GBBFS,2023-03-26,62
GBBGH,2019-10-06,733
GBBGH,2021-07-04,593
GBBGH,2022-06-12,356
GBCDF,2021-06-27,115
GBDCT,2018-10-14,383
GBDCT,2020-02-16,220
GBDCT,2021-12-05,104
GBDPT,2021-05-23,91
GBFXS,2017-02-12,3492
GBFXS,2022-04-17,3308
GBLDS,2021-04-25,161
GBLGP,2019-04-21,1211
GBLGP,2020-04-19,1460
GBLGP,2020-11-22,1214
GBLGP,2022-08-21,1627
GBLGP,2024-09-08,1528
GBLPL,2018-07-08,489
GBLPL,2019-01-06,351
GBMNC,2020-12-27,255
GBMNC,2021-12-26,252
GBSFD,2021-10-24,329
GBSOU,2021-06-13,417
GBSSH,2021-11-28,122
GBSSH,2023-06-11,172
GBTEE,2021-01-10,224
GBDCT,2021-06-13,148
GBDCT,2023-05-14,71
GBDPT,2021-04-11,31
GBLPL,2024-03-24,273
GBMNC,2024-04-28,170
GBSOU,2017-04-23,670
GBTEE,2017-03-26,161
GBTEE,2018-04-08,162
GBDCT,2019-05-19,410
GBLDS,2021-10-24,168
GBCDF,2024-09-29,61
GBLPL,2024-07-28,348
GBBFS,2017-02-19,140
GBBGH,2018-01-14,1117
GBBGH,2018-10-14,832
GBBGH,2019-04-14,673
GBCDF,2023-04-30,79
GBDCT,2020-07-12,284
GBDPT,2022-05-22,113
GBGMO,2018-10-28,241
GBGMO,2019-06-16,317
GBLDS,2018-05-13,302
GBLDS,2024-12-29,33
GBLGP,2021-12-19,2094
GBLPL,2019-09-01,497
GBLPL,2024-09-15,193
GBMNC,2024-12-01,375
GBSFD,2021-03-28,267
GBSFD,2024-04-14,358
GBSOU,2019-12-01,129
GBSOU,2023-03-26,628
GBTEE,2022-11-20,283
GBTEE,2023-09-17,163
GBWID,2018-01-21,591
GBWID,2019-11-10,454
GBWID,2023-02-05,493
GBWID,2024-06-16,466
GBWID,2024-11-24,524
GBBGH,2024-09-15,342
GBMNC,2023-05-28,255
GBSSH,2018-10-21,143
GBSSH,2021-11-07,139
GBWID,2021-10-24,456
GBDCT,2024-08-11,162
GBCDF,2018-07-29,9
GBBFS,2018-05-20,184
GBBFS,2019-10-13,151
GBBFS,2024-11-03,69
GBBGH,2017-10-15,1066
GBBGH,2020-05-17,412
GBBGH,2020-09-13,633
GBBGH,2022-02-06,598
GBBGH,2024-10-06,491
GBCDF,2017-11-05,5
GBCDF,2023-10-29,60
GBFXS,2017-03-12,3864
GBFXS,2018-05-27,4349
GBFXS,2019-06-16,5604
GBFXS,2022-07-31,3837
GBFXS,2023-02-12,2284
GBLGP,2019-02-03,1411
GBLGP,2024-08-11,1307
GBLPL,2017-04-16,293
GBMNC,2019-07-14,489
GBSFD,2018-03-18,209
GBSFD,2018-04-22,245
GBSFD,2021-01-03,107
GBSFD,2022-04-10,222
GBSOU,2019-10-06,165
GBSOU,2019-11-03,97
GBSSH,2023-02-19,179
GBSSH,2023-10-08,95
GBSSH,2024-07-14,96
GBTEE,2017-01-08,135
GBTEE,2022-01-23,241
GBTEE,2023-06-04,131
GBWID,2018-08-19,676
GBWID,2018-09-02,603
GBWID,2018-10-14,564
GBWID,2021-03-28,469
GBWID,2022-03-13,379
GBWID,2024-07-14,403
GBCDF,2020-07-05,112
GBSFD,2019-05-19,238
GBSFD,2024-11-03,300
GBTEE,2022-05-15,199
GBBFS,2020-07-19,34
GBBFS,2023-12-10,59
GBLDS,2020-07-05,138
GBBFS,2019-08-11,255
GBBFS,2023-04-23,169
GBBFS,2023-07-30,146
GBBGH,2022-06-26,490
GBBGH,2024-01-07,167
GBCDF,2023-04-02,69
GBDCT,2018-10-28,425
GBDCT,2020-08-02,291
GBDPT,2024-12-15,349
GBFXS,2017-11-05,3861
GBFXS,2022-01-30,4040
GBLDS,2017-10-22,299
GBLDS,2024-10-20,121
GBLGP,2021-08-08,1722
GBLGP,2022-12-04,1482
GBMNC,2022-02-20,287
GBSFD,2017-02-19,148
GBSFD,2018-07-29,180
GBSFD,2019-07-07,200
GBSFD,2022-02-06,397
GBSFD,2023-10-01,444
GBSFD,2023-12-03,331
GBSOU,2017-06-18,451
GBSOU,2023-10-08,617
GBSSH,2021-04-11,113
GBSSH,2024-07-07,136
GBSSH,2024-10-13,70
GBWID,2017-05-07,341
GBWID,2018-04-15,364
GBBFS,2017-10-08,142
GBFXS,2024-04-14,2256
GBSFD,2019-07-21,204
GBTEE,2022-03-27,186
GBTEE,2024-04-07,206
GBWID,2020-08-09,411
GBWID,2023-07-09,361
GBDPT,2022-04-10,114
GBSSH,2021-10-31,112
GBBFS,2018-04-08,79
GBBFS,2018-06-24,158
GBBFS,2022-08-07,45
GBBGH,2017-07-23,1034
GBBGH,2017-09-24,1168
GBCDF,2021-10-03,123
GBDCT,2019-02-10,447
GBDCT,2023-04-30,57
GBGMO,2023-07-02,127
GBLDS,2021-07-04,190
GBLGP,2019-08-25,1476
GBLGP,2024-05-12,1340
GBLPL,2017-01-22,270
GBLPL,2020-01-19,693
GBMNC,2017-04-16,695
GBMNC,2021-08-15,303
GBMNC,2023-01-22,254
GBSOU,2017-07-09,483
GBSOU,2024-06-16,588
GBSSH,2018-02-11,218
GBTEE,2020-12-27,136
GBTEE,2021-04-25,360
GBWID,2021-05-30,475
GBWID,2023-03-26,257
GBBGH,2020-07-26,447
GBCDF,2023-06-18,57
GBCDF,2023-09-10,44
GBBFS,2017-12-24,272
GBBFS,2023-03-05,82
GBBGH,2022-01-16,629
GBBGH,2022-12-25,384
GBCDF,2019-03-24,71
GBCDF,2021-03-07,123
GBCDF,2022-03-27,111
GBFXS,2018-03-04,2370
GBFXS,2018-09-09,5253
GBFXS,2020-10-04,4691
GBGMO,2020-11-22,220
GBGMO,2023-12-03,94
GBGMO,2024-07-07,112
GBLDS,2019-05-19,274
GBLDS,2019-06-16,234
GBLDS,2024-10-13,106
GBLGP,2024-03-31,1006
GBLPL,2018-02-18,475
GBLPL,2023-01-08,238
GBLPL,2023-04-02,300
GBMNC,2019-11-03,373
GBMNC,2023-03-12,267
GBMNC,2023-06-11,236
GBSFD,2019-11-10,169
GBSFD,2021-05-02,194
GBSSH,2020-09-13,112
GBTEE,2019-11-10,138
GBWID,2017-06-18,531
GBDCT,2019-09-01,220
GBMNC,2021-02-21,534
GBSFD,2021-10-03,425
GBTEE,2018-09-23,258
GBMNC,2019-09-08,494
GBLDS,2024-03-24,156
GBBFS,2019-01-20,127
GBBFS,2023-10-29,131
GBBGH,2024-01-28,382
GBCDF,2022-08-14,59
GBDCT,2018-05-20,466
GBDPT,2021-06-20,88
GBFXS,2019-10-06,4963
GBFXS,2021-11-21,4473
GBGMO,2021-07-11,218
GBLDS,2019-06-02,222
GBLGP,2018-04-29,1951
GBLGP,2020-09-20,2482
GBLGP,2022-02-13,2261
GBLGP,2022-03-06,2203
GBLPL,2018-11-04,632
GBMNC,2017-12-17,728
GBMNC,2021-06-20,402
GBSFD,2018-02-18,112
GBSFD,2023-11-05,332
GBSOU,2017-06-25,476
GBTEE,2022-09-04,107
GBWID,2019-03-24,501
GBWID,2024-08-18,469
GBBFS,2017-04-09,102
GBDCT,2017-12-03,415
GBLDS,2020-05-17,105
GBLDS,2023-07-23,164
GBSSH,2019-10-27,156
GBBFS,2017-10-29,224
GBLDS,2022-04-24,124
GBLPL,2022-12-11,469
GBBFS,2020-04-12,106
GBBGH,2019-12-08,657
GBBGH,2023-05-21,573
GBDCT,2021-08-15,113
GBFXS,2018-06-10,4085
GBFXS,2020-10-18,5340
GBLDS,2020-06-14,128
GBLDS,2020-10-11,176
GBLGP,2022-11-27,1522
GBMNC,2017-12-24,591
GBMNC,2022-09-25,248
GBSFD,2017-02-05,181
GBSFD,2018-01-07,141
GBSFD,2019-06-09,241
GBSFD,2019-08-25,194
GBSOU,2021-06-20,665
GBSOU,2022-09-11,501
GBSSH,2022-01-16,145
GBTEE,2024-06-16,201
GBTEE,2024-07-28,253
GBDCT,2024-05-05,129
GBLPL,2019-06-30,473
GBSSH,2023-05-28,165
GBWID,2023-11-26,421
GBDPT,2024-07-28,216
GBBFS,2019-05-19,158
GBBFS,2020-04-26,174
GBBGH,2021-04-11,357
GBDCT,2021-04-04,172
GBDCT,2024-09-08,106
GBGMO,2017-02-05,239
GBLGP,2017-04-23,1377
GBLGP,2021-01-03,1045
GBLGP,2022-10-30,1871
GBLPL,2022-03-20,467
GBLPL,2023-11-12,394
GBMNC,2017-09-17,770
GBSFD,2017-01-29,171
GBSFD,2022-04-24,318
GBSFD,2022-07-31,332
GBSFD,2022-11-06,364
GBSOU,2017-09-17,545
GBSOU,2018-09-09,294
GBSOU,2024-02-11,560
GBSOU,2024-12-08,603
GBSSH,2022-07-17,129
GBSSH,2023-01-22,206
GBTEE,2019-06-30,320
GBTEE,2021-09-26,245
GBTEE,2023-04-30,272
GBWID,2021-12-19,311
GBCDF,2023-07-09,53
GBLDS,2020-06-28,111
GBSSH,2024-10-27,127
GBTEE,2017-06-11,203
GBSSH,2020-08-02,83
GBTEE,2021-01-31,264
GBTEE,2023-01-22,174
GBCDF,2018-09-02,0
GBBFS,2019-03-17,141
GBBFS,2024-11-10,91
GBBGH,2020-11-22,531
GBBGH,2023-04-09,395
GBDCT,2025-01-12,125
GBDPT,2020-02-02,77
GBDPT,2021-08-15,72
GBFXS,2017-06-04,3128
GBFXS,2022-11-13,3918
GBFXS,2024-05-19,3885
GBGMO,2017-03-12,159
GBGMO,2018-07-08,224
GBLDS,2017-01-29,336
GBLDS,2018-01-07,159
GBLDS,2019-10-27,284
GBLGP,2021-07-18,1768
GBLGP,2024-09-29,1535
GBMNC,2024-02-18,257
GBMNC,2024-03-10,248
GBSFD,2020-01-26,209
GBSOU,2018-04-01,494
GBSOU,2022-12-11,683
GBSOU,2024-02-25,548
GBSSH,2021-01-31,137
GBSSH,2021-10-10,123
GBTEE,2017-11-19,354
GBTEE,2024-05-12,321
GBWID,2022-10-02,588
GBBFS,2023-11-19,106
GBDCT,2017-07-09,224
GBDCT,2019-07-14,363
GBSFD,2022-10-02,367
GBTEE,2017-04-30,260
GBTEE,2023-10-15,205
GBTEE,2023-10-29,199
GBBFS,2023-07-09,101
GBBGH,2024-09-08,457
GBCDF,2022-06-19,98
GBCDF,2023-10-15,45
GBDPT,2021-01-10,38
GBDPT,2023-01-22,136
GBLDS,2017-02-19,321
GBLDS,2017-07-16,336
GBLDS,2017-08-27,380
GBLDS,2019-12-08,235
GBLDS,2023-05-28,127
GBLGP,2017-04-30,1572
GBLGP,2018-02-04,1499
GBLGP,2020-05-17,1207
GBLGP,2023-06-11,1581
GBLGP,2024-12-29,488
GBLPL,2017-04-09,328
GBLPL,2017-12-10,345
GBLPL,2017-12-17,386
GBLPL,2018-06-24,371
GBLPL,2020-06-14,269
GBMNC,2018-04-22,619
GBMNC,2018-10-14,383
GBSOU,2023-09-17,677
GBSOU,2024-07-21,530
GBSSH,2017-06-25,220
GBSSH,2022-02-13,79
GBTEE,2021-10-31,278
GBWID,2021-12-05,311
GBCDF,2023-10-01,52
GBDCT,2020-05-31,192
GBDCT,2023-06-11,75
GBDCT,2023-10-22,69
GBDPT,2020-11-22,54
GBDPT,2022-11-13,134
GBLDS,2017-07-23,345
GBLPL,2024-12-01,367
GBSOU,2021-01-03,204
GBWID,2024-02-04,404
GBLDS,2024-01-07,64
GBSOU,2017-03-19,218
GBTEE,2018-09-02,185
GBWID,2022-01-09,305
GBBFS,2020-03-08,120
GBBGH,2019-03-10,859
GBBGH,2023-08-20,462
GBCDF,2020-08-23,201
GBCDF,2024-01-21,22
GBDCT,2018-08-05,332
GBDCT,2024-09-15,103
GBDPT,2025-01-05,168
GBGMO,2022-08-28,116
GBLGP,2018-10-14,1427
GBMNC,2017-05-21,763
GBMNC,2021-10-10,332
GBMNC,2023-09-10,351
GBSOU,2021-05-02,504
GBSOU,2024-05-05,587
GBSSH,2019-05-12,168
GBWID,2024-12-22,259
GBCDF,2024-11-17,97
GBLPL,2020-09-27,466
GBSFD,2017-03-05,187
GBWID,2023-08-20,273
GBWID,2024-04-14,328
GBTEE,2019-01-20,208
GBTEE,2022-05-29,194
GBBFS,2018-10-21,144
GBBGH,2024-05-12,414
GBDCT,2020-05-24,291
GBDCT,2022-03-27,69
GBDCT,2022-10-09,48
GBFXS,2019-09-08,5559
GBGMO,2019-04-21,214
GBGMO,2021-05-16,216
GBLDS,2017-06-18,404
GBLGP,2019-04-28,1214
GBLGP,2022-03-20,2264
GBLPL,2018-09-30,578
GBLPL,2022-09-04,394
GBSFD,2017-06-04,108
GBSFD,2023-09-24,378
GBTEE,2020-12-13,138
GBWID,2020-08-30,275
GBWID,2021-07-11,431
GBBGH,2023-02-26,519
GBCDF,2019-01-27,68
GBCDF,2023-01-15,80
GBDCT,2024-05-19,119
GBDCT,2024-06-23,107
GBTEE,2021-10-24,362
GBDPT,2023-10-01,213
GBTEE,2024-09-08,196
GBBFS,2017-04-02,128
GBBGH,2020-02-16,475
GBFXS,2018-08-26,4088
GBFXS,2022-04-24,3503
GBGMO,2023-10-08,149
GBGMO,2024-11-10,164
GBLPL,2017-01-08,406
GBLPL,2022-01-23,480
GBMNC,2018-02-18,491
GBMNC,2020-01-12,495
GBMNC,2022-02-27,229
GBMNC,2022-10-23,379
GBMNC,2023-03-19,214
GBSFD,2018-06-10,214
GBSOU,2018-07-08,520
GBSOU,2019-09-08,205
GBSSH,2021-04-18,135
GBSSH,2021-05-23,133
GBTEE,2018-06-24,251
GBTEE,2020-09-06,236
GBTEE,2023-10-22,294
GBBFS,2024-12-29,15
GBBGH,2024-12-01,567
GBDCT,2022-03-13,109
GBLGP,2024-02-18,1401
GBSOU,2023-04-30,612
GBTEE,2017-12-03,423
GBTEE,2021-09-05,306
GBTEE,2021-10-03,369
GBWID,2018-03-18,532
GBSSH,2019-04-21,111
GBTEE,2022-08-28,235
GBCDF,2017-12-03,2
GBCDF,2019-01-06,4
GBCDF,2017-12-10,7
GBBFS,2017-09-24,179
GBBFS,2021-07-11,112
GBBGH,2020-04-26,473
GBBGH,2022-06-19,644
GBCDF,2021-04-18,92
GBDCT,2017-03-12,482
GBFXS,2018-02-04,4186
GBFXS,2022-01-09,3566
GBFXS,2024-04-07,3306
GBGMO,2019-03-31,262
GBGMO,2024-10-20,126
GBLDS,2019-06-30,283
GBLDS,2022-11-27,136
GBLGP,2017-02-05,1255
GBLGP,2019-04-07,1418
GBLPL,2022-02-27,286
GBLPL,2024-09-08,342
GBMNC,2019-05-19,505
GBSFD,2017-08-27,122
GBSFD,2019-12-08,240
GBSFD,2023-04-30,517
GBSSH,2018-09-30,171
GBSSH,2019-01-27,288
GBWID,2020-05-31,256
GBMNC,2023-06-18,258
GBSFD,2021-09-19,389
GBSSH,2017-08-27,137
GBSSH,2020-09-06,69
GBSFD,2021-02-07,183
GBSSH,2018-12-30,39
GBCDF,2018-10-07,2
GBBFS,2017-11-19,165
GBBGH,2018-09-09,920
GBBGH,2019-12-01,555
GBBGH,2024-06-23,496
GBCDF,2019-12-01,151
GBCDF,2020-10-25,108
GBCDF,2020-11-29,120
GBCDF,2023-05-14,81
GBDCT,2021-09-05,68
GBDPT,2020-11-15,64
GBDPT,2023-03-12,158
GBDPT,2024-04-14,149
GBFXS,2018-01-07,2928
GBGMO,2018-09-23,208
GBGMO,2020-02-09,251
GBLDS,2017-01-22,421
GBLDS,2019-09-01,207
GBLGP,2018-08-12,1130
GBLGP,2020-11-08,1179
GBLGP,2023-04-23,1979
GBLGP,2023-12-03,1228
GBLPL,2018-05-13,587
GBLPL,2021-02-21,328
GBMNC,2018-11-04,443
GBMNC,2023-05-07,212
GBSFD,2022-12-04,343
GBSFD,2023-02-12,308
GBSOU,2022-06-19,448
GBSSH,2017-04-02,138
GBTEE,2019-07-14,298
GBTEE,2019-10-13,193
GBWID,2018-06-17,543
GBWID,2021-05-16,501
GBWID,2023-04-30,365
GBLDS,2021-04-04,213
GBLPL,2021-08-22,464
GBMNC,2017-05-07,694
GBSFD,2020-12-06,158
GBSOU,2021-03-28,293
GBSOU,2023-11-19,496
GBSSH,2020-02-09,158
GBWID,2021-08-08,380
GBDPT,2022-10-16,144
GBBFS,2021-10-17,93
GBBFS,2022-02-13,76
GBBFS,2022-06-05,43
GBBGH,2020-02-02,546
GBBGH,2024-12-22,416
GBDCT,2018-06-24,416
GBDCT,2020-01-26,372
GBDCT,2023-08-13,67
GBDPT,2020-01-12,59
GBFXS,2020-10-25,5407
GBGMO,2017-09-24,172
GBGMO,2022-03-27,95
GBGMO,2022-07-17,126
GBLDS,2021-01-31,179
GBLGP,2018-05-06,1691
GBLGP,2019-03-10,1563
GBLGP,2020-12-06,1395
GBLGP,2023-12-24,1838
GBLPL,2021-02-07,466
GBLPL,2021-06-27,440
GBLPL,2024-06-02,244
GBSFD,2020-02-16,201
GBSOU,2023-12-10,515
GBTEE,2017-05-21,357
GBWID,2019-05-19,601
GBWID,2021-10-17,479
GBCDF,2024-07-21,72
GBDCT,2023-09-10,62
GBSFD,2024-12-15,341
GBSOU,2017-08-20,1614
GBDPT,2023-11-19,195
GBLDS,2017-12-31,72
GBTEE,2023-12-10,269
GBDPT,2018-06-10,45
GBBFS,2019-12-01,157
GBBGH,2021-08-01,558
GBDCT,2017-07-16,296
GBDCT,2022-09-04,27
GBDCT,2023-12-03,48
GBFXS,2018-07-29,3957
GBFXS,2021-09-19,5921
GBGMO,2017-08-27,179
GBLDS,2018-05-27,272
GBLDS,2021-07-11,222
GBLGP,2017-01-29,1564
GBLGP,2017-11-19,1563
GBLPL,2024-03-17,248
GBMNC,2017-02-26,524
GBMNC,2018-05-20,461
GBMNC,2023-09-03,295
GBSFD,2017-01-15,193
GBSFD,2017-08-06,152
GBSOU,2017-07-23,426
GBSOU,2018-08-05,580
GBSSH,2017-02-19,188
GBSSH,2018-12-02,229
GBSSH,2023-12-17,111
GBTEE,2017-02-19,196
GBTEE,2017-02-26,158
GBTEE,2018-02-11,318
GBTEE,2018-12-09,320
GBTEE,2019-03-31,193
